,retorno,rentabilidade,empresa,tag,tipo,retabilidade_ano,prazo,distribuidor,emissor
32,5.548,13.40,C6 Bank Prefixado 13.4% por modalmais,FGC,CDB,11.05% a.a.,16/10/2023,modalmais,C6 Bank
33,5.546,13.37,BV Prefixado 13.37% por Nova Futura Investimentos,FGC,CDB,11.02% a.a.,16/10/2023,Nova Futura Investimentos,BV
34,5.545,13.34,BTG Pactual IPCA + 7.23% por modalmais,FGC,CDB,11.01% a.a.,16/10/2023,modalmais,BTG Pactual
35,5.545,111.00,Fator 111% CDI por Ágora Investimentos,FGC,CDB,10.91% a.a.,18/10/2023,Ágora Investimentos,Fator
36,5.545,13.45,PAN Prefixado 13.45% por modalmais,FGC,CDB,11.09% a.a.,12/10/2023,modalmais,PAN
37,5.544,13.31,Will Financeira Prefixado 13.31% por Will Financeira,FGC,RDB,10.97% a.a.,16/10/2023,Will Financeira,Will Financeira
38,5.541,111.20,Will Financeira 111.2% CDI por Will Financeira,FGC,RDB,10.93% a.a.,16/10/2023,Will Financeira,Will Financeira
39,5.540,111.00,Modal 111% CDI por modalmais,FGC,CDB,10.91% a.a.,16/10/2023,modalmais,Modal
40,5.540,13.10,ABC IPCA + 7% por ABC Personal,FGC,CDB,10.81% a.a.,18/10/2023,ABC Personal,ABC
41,5.539,91.00,ABC 91% CDI por Guide Investimentos,FGC,LCA,10.84% a.a.,17/10/2023,Guide Investimentos,ABC
42,5.539,13.20,BTG Pactual Prefixado 13.2% por Nova Futura Investimentos,FGC,CDB,10.88% a.a.,16/10/2023,Nova Futura Investimentos,BTG Pactual
43,5.539,13.13,BV IPCA + 7.03% por Nova Futura Investimentos,FGC,CDB,10.83% a.a.,17/10/2023,Nova Futura Investimentos,BV
44,5.538,111.00,Maxinvest 111% CDI por Daycoval,FGC,CDB,10.91% a.a.,14/10/2023,Daycoval,Maxinvest
45,5.536,110.00,Bari 110% CDI por Bari,FGC,CDB,10.81% a.a.,16/10/2023,Bari,Bari
46,5.536,110.00,Facta Financeira 110% CDI por Órama,FGC,CDB,10.81% a.a.,16/10/2023,Órama,Facta Financeira
47,5.533,110.00,Banco Master 110% CDI por Nu invest,FGC,CDB,10.81% a.a.,13/10/2023,Nu invest,Banco Master
48,5.533,91.00,ABC 91% CDI por ABC Personal,FGC,LCA,10.84% a.a.,12/10/2023,ABC Personal,ABC
49,5.532,109.20,Will Financeira 109.2% CDI por Will Financeira,FGC,CDB,10.73% a.a.,16/10/2023,Will Financeira,Will Financeira
50,5.532,109.20,Will Financeira 109.2% CDI por Will Financeira,FGC,LC,10.73% a.a.,16/10/2023,Will Financeira,Will Financeira
51,5.531,90.00,BTG Pactual 90% CDI por Nova Futura Investimentos,FGC,LCA,10.72% a.a.,16/10/2023,Nova Futura Investimentos,BTG Pactual
52,5.531,10.71,BTG Pactual Prefixado 10.71% por Nova Futura Investimentos,FGC,LCA,10.71% a.a.,16/10/2023,Nova Futura Investimentos,BTG Pactual
53,5.530,13.08,BMG Prefixado 13.08% por Nova Futura Investimentos,FGC,CDB,10.78% a.a.,12/10/2023,Nova Futura Investimentos,BMG
54,5.530,10.69,BTG Pactual IPCA + 4.72% por modalmais,FGC,LCA,10.69% a.a.,16/10/2023,modalmais,BTG Pactual
55,5.530,108.75,Realize Financeira 108.75% CDI por XP Investimentos,FGC,CDB,10.68% a.a.,16/10/2023,XP Investimentos,Realize Financeira
56,5.528,109.00,Caruana Financeira 109% CDI por Daycoval,FGC,CDB,10.71% a.a.,14/10/2023,Daycoval,Caruana Financeira
57,5.526,108.00,Topázio 108% CDI por modalmais,FGC,CDB,10.61% a.a.,16/10/2023,modalmais,Topázio
58,5.526,108.00,RNX 108% CDI por Órama,FGC,CDB,10.61% a.a.,16/10/2023,Órama,RNX
59,5.525,107.00,PagBank 107% CDI por Ágora Investimentos,FGC,CDB,10.51% a.a.,18/10/2023,Ágora Investimentos,PagBank
60,5.524,108.00,Paraná Banco 108% CDI por Paraná Banco,FGC,CDB,10.61% a.a.,13/10/2023,Paraná Banco,Paraná Banco
61,5.524,108.00,Semear 108% CDI por Daycoval,FGC,CDB,10.61% a.a.,14/10/2023,Daycoval,Semear
62,5.523,106.00,Luso Brasileiro 106% CDI por Guide Investimentos,FGC,CDB,10.42% a.a.,19/10/2023,Guide Investimentos,Luso Brasileiro
63,5.522,12.89,Tribanco Prefixado 12.89% por modalmais,FGC,CDB,10.63% a.a.,12/10/2023,modalmais,Tribanco
64,5.522,12.88,BMG Prefixado 12.88% por modalmais,FGC,CDB,10.62% a.a.,12/10/2023,modalmais,BMG
65,5.521,107.00,BRK Financeira 107% CDI por Órama,FGC,CDB,10.51% a.a.,16/10/2023,Órama,BRK Financeira
66,5.521,107.00,Luso Brasileiro 107% CDI por Nova Futura Investimentos,FGC,CDB,10.51% a.a.,16/10/2023,Nova Futura Investimentos,Luso Brasileiro
67,5.521,106.00,Banco Industrial do Brasil 106% CDI por Ágora Investimentos,FGC,CDB,10.42% a.a.,18/10/2023,Ágora Investimentos,Banco Industrial do Brasil
68,5.519,107.00,Pine 107% CDI por Daycoval,FGC,CDB,10.51% a.a.,14/10/2023,Daycoval,Pine
69,5.518,106.00,Banco Master 106% CDI por Guide Investimentos,FGC,CDB,10.42% a.a.,17/10/2023,Guide Investimentos,Banco Master
70,5.518,106.00,BMG 106% CDI por Guide Investimentos,FGC,CDB,10.42% a.a.,17/10/2023,Guide Investimentos,BMG
71,5.518,106.00,PagBank 106% CDI por Guide Investimentos,FGC,CDB,10.42% a.a.,17/10/2023,Guide Investimentos,PagBank
72,5.517,107.00,BMG 107% CDI por Nu invest,FGC,CDB,10.51% a.a.,12/10/2023,Nu invest,BMG
73,5.517,107.00,BMG 107% CDI por modalmais,FGC,CDB,10.51% a.a.,12/10/2023,modalmais,BMG
74,5.517,107.00,Arbi 107% CDI por modalmais,FGC,CDB,10.51% a.a.,12/10/2023,modalmais,Arbi
75,5.517,107.00,BMG 107% CDI por Nova Futura Investimentos,FGC,CDB,10.51% a.a.,12/10/2023,Nova Futura Investimentos,BMG
76,5.516,106.00,RNX 106% CDI por modalmais,FGC,CDB,10.41% a.a.,16/10/2023,modalmais,RNX
78,5.516,106.00,BRK Financeira 106% CDI por Nova Futura Investimentos,FGC,CDB,10.41% a.a.,16/10/2023,Nova Futura Investimentos,BRK Financeira
79,5.516,106.00,Pine 106% CDI por modalmais,FGC,CDB,10.41% a.a.,16/10/2023,modalmais,Pine
80,5.516,106.00,Banco Industrial do Brasil 106% CDI por modalmais,FGC,CDB,10.41% a.a.,16/10/2023,modalmais,Banco Industrial do Brasil
81,5.516,12.68,Pine Prefixado 12.68% por Daycoval,FGC,CDB,10.45% a.a.,14/10/2023,Daycoval,Pine
82,5.515,110.00,Fator 110% CDI por Nova Futura Investimentos,FGC,CDB,10.48% a.a.,11/10/2023,Nova Futura Investimentos,Fator
83,5.514,104.75,BTG Pactual 104.75% CDI por BTG Pactual,FGC,CDB,10.29% a.a.,18/10/2023,BTG Pactual,BTG Pactual
84,5.514,106.50,ABC 106.5% CDI por ABC Personal,FGC,CDB,10.46% a.a.,12/10/2023,ABC Personal,ABC
85,5.514,105.50,Luso Brasileiro 105.5% CDI por XP Investimentos,FGC,CDB,10.37% a.a.,16/10/2023,XP Investimentos,Luso Brasileiro
86,5.514,105.50,PagBank 105.5% CDI por XP Investimentos,FGC,CDB,10.37% a.a.,16/10/2023,XP Investimentos,PagBank
87,5.513,105.00,Paulista 105% CDI por Guide Investimentos,FGC,CDB,10.32% a.a.,17/10/2023,Guide Investimentos,Paulista
88,5.513,105.00,Pine 105% CDI por Guide Investimentos,FGC,CDB,10.32% a.a.,17/10/2023,Guide Investimentos,Pine
89,5.512,12.59,BS2 Prefixado 12.59% por Daycoval,FGC,CDB,10.38% a.a.,14/10/2023,Daycoval,BS2
90,5.512,106.00,Banco Inter 106% CDI por Banco Inter,FGC,CDB,10.41% a.a.,12/10/2023,Banco Inter,Banco Inter
91,5.511,105.00,Bari 105% CDI por Bari,FGC,CDB,10.32% a.a.,16/10/2023,Bari,Bari
92,5.511,105.00,Paraná Banco 105% CDI por Paraná Banco,FGC,CDB,10.32% a.a.,16/10/2023,Paraná Banco,Paraná Banco
93,5.511,105.00,Caruana Financeira 105% CDI por Nova Futura Investimentos,FGC,CDB,10.32% a.a.,16/10/2023,Nova Futura Investimentos,Caruana Financeira
94,5.511,105.00,Banco Industrial do Brasil 105% CDI por Guide Investimentos,FGC,CDB,10.32% a.a.,16/10/2023,Guide Investimentos,Banco Industrial do Brasil
95,5.511,105.00,Caruana Financeira 105% CDI por modalmais,FGC,CDB,10.32% a.a.,16/10/2023,modalmais,Caruana Financeira
96,5.511,105.00,Daycoval 105% CDI por Daycoval,FGC,CDB,10.32% a.a.,16/10/2023,Daycoval,Daycoval
97,5.511,12.55,C6 Bank Prefixado 12.55% por Daycoval,FGC,CDB,10.35% a.a.,14/10/2023,Daycoval,C6 Bank
98,5.510,12.49,Will Financeira Prefixado 12.49% por Will Financeira,FGC,LC,10.30% a.a.,16/10/2023,Will Financeira,Will Financeira
99,5.510,12.49,Will Financeira Prefixado 12.49% por Will Financeira,FGC,CDB,10.30% a.a.,16/10/2023,Will Financeira,Will Financeira
100,5.510,105.63,BMG CDI + 0.6% por Nova Futura Investimentos,FGC,CDB,10.38% a.a.,12/10/2023,Nova Futura Investimentos,BMG
101,5.509,105.00,BS2 105% CDI por Daycoval,FGC,CDB,10.32% a.a.,14/10/2023,Daycoval,BS2
102,5.507,103.75,PAN 103.75% CDI por Guide Investimentos,FGC,CDB,10.19% a.a.,17/10/2023,Guide Investimentos,PAN
103,5.507,105.00,Máxima 105% CDI por modalmais,FGC,CDB,10.32% a.a.,12/10/2023,modalmais,Máxima
104,5.506,104.00,C6 Bank 104% CDI por Nova Futura Investimentos,FGC,CDB,10.22% a.a.,16/10/2023,Nova Futura Investimentos,C6 Bank
105,5.506,104.00,C6 Bank 104% CDI por modalmais,FGC,CDB,10.22% a.a.,16/10/2023,modalmais,C6 Bank
106,5.506,104.00,BR Partners 104% CDI por modalmais,FGC,CDB,10.22% a.a.,16/10/2023,modalmais,BR Partners
107,5.505,12.36,Pine Prefixado 12.36% por modalmais,FGC,CDB,10.19% a.a.,16/10/2023,modalmais,Pine
108,5.504,103.00,BR Partners 103% CDI por Guide Investimentos,FGC,CDB,10.12% a.a.,17/10/2023,Guide Investimentos,BR Partners
109,5.504,103.00,Original 103% CDI por Guide Investimentos,FGC,CDB,10.12% a.a.,17/10/2023,Guide Investimentos,Original
110,5.504,103.00,Omni Banco 103% CDI por Guide Investimentos,FGC,CDB,10.12% a.a.,17/10/2023,Guide Investimentos,Omni Banco
111,5.504,103.00,Paraná Banco 103% CDI por Guide Investimentos,FGC,CDB,10.12% a.a.,17/10/2023,Guide Investimentos,Paraná Banco
112,5.504,103.00,C6 Bank 103% CDI por Guide Investimentos,FGC,CDB,10.12% a.a.,17/10/2023,Guide Investimentos,C6 Bank
113,5.503,102.50,BTG Pactual 102.5% CDI por BTG Pactual,FGC,CDB,10.07% a.a.,18/10/2023,BTG Pactual,BTG Pactual
114,5.502,104.00,Paraná Banco 104% CDI por Nova Futura Investimentos,FGC,CDB,10.22% a.a.,12/10/2023,Nova Futura Investimentos,Paraná Banco
115,5.502,103.00,Daycoval 103% CDI por Daycoval,FGC,CDB,10.12% a.a.,16/10/2023,Daycoval,Daycoval
116,5.500,12.30,Maxinvest Prefixado 12.3% por Daycoval,FGC,CDB,10.14% a.a.,14/10/2023,Daycoval,Maxinvest
117,5.500,102.70,Votorantim 102.7% CDI por modalmais,FGC,CDB,10.09% a.a.,16/10/2023,modalmais,Votorantim
118,5.500,101.75,BTG Pactual 101.75% CDI por BTG Pactual,FGC,CDB,10.00% a.a.,18/10/2023,BTG Pactual,BTG Pactual
119,5.499,102.00,ABC 102% CDI por Guide Investimentos,FGC,CDB,10.02% a.a.,17/10/2023,Guide Investimentos,ABC
120,5.499,102.00,Alfa 102% CDI por Guide Investimentos,FGC,CDB,10.02% a.a.,17/10/2023,Guide Investimentos,Alfa
121,5.497,103.00,Original 103% CDI por modalmais,FGC,CDB,10.12% a.a.,12/10/2023,modalmais,Original
122,5.497,102.00,Daycoval 102% CDI por Daycoval,FGC,CDB,10.02% a.a.,16/10/2023,Daycoval,Daycoval
123,5.496,106.00,Daycoval 106% CDI por Daycoval,FGC,CDB,10.10% a.a.,11/10/2023,Daycoval,Daycoval
124,5.495,102.00,C6 Bank 102% CDI por Daycoval,FGC,CDB,10.02% a.a.,14/10/2023,Daycoval,C6 Bank
125,5.492,12.04,BR Partners IPCA + 6% por modalmais,FGC,CDB,9.93% a.a.,16/10/2023,modalmais,BR Partners
126,5.492,100.25,Bradesco 100.25% CDI por Ágora Investimentos,FGC,CDB,9.85% a.a.,18/10/2023,Ágora Investimentos,Bradesco
127,5.492,101.00,Daycoval 101% CDI por Daycoval,FGC,CDB,9.92% a.a.,16/10/2023,Daycoval,Daycoval
128,5.491,101.75,BTG Pactual 101.75% CDI por Nova Futura Investimentos,FGC,CDB,10.00% a.a.,12/10/2023,Nova Futura Investimentos,BTG Pactual
129,5.489,101.24,NBC 101.24% CDI por Nova Futura Investimentos,FGC,CDB,9.95% a.a.,12/10/2023,Nova Futura Investimentos,NBC
130,5.488,99.00,Daycoval 99% CDI por Guide Investimentos,FGC,CDB,9.73% a.a.,19/10/2023,Guide Investimentos,Daycoval
131,5.487,100.00,NuBank 100% CDI por NuBank,FGC,RDB,9.82% a.a.,16/10/2023,NuBank,NuBank
132,5.487,100.00,Banco Inter 100% CDI por Banco Inter,FGC,CDB,9.82% a.a.,16/10/2023,Banco Inter,Banco Inter
133,5.487,100.00,Paraná Banco 100% CDI por Paraná Banco,FGC,CDB,9.82% a.a.,16/10/2023,Paraná Banco,Paraná Banco
134,5.487,100.00,Banco Master 100% CDI por Órama,FGC,CDB,9.82% a.a.,16/10/2023,Órama,Banco Master
135,5.487,100.00,Banco Master 100% CDI por Nu invest,FGC,CDB,9.82% a.a.,16/10/2023,Nu invest,Banco Master
136,5.487,100.00,ABC 100% CDI por ABC Personal,FGC,CDB,9.82% a.a.,16/10/2023,ABC Personal,ABC
137,5.487,100.00,Voiter 100% CDI por Órama,FGC,CDB,9.82% a.a.,16/10/2023,Órama,Voiter
138,5.483,12.30,Daycoval Prefixado 12.3% por Daycoval,FGC,CDB,9.83% a.a.,11/10/2023,Daycoval,Daycoval
139,5.481,98.70,BV 98.7% CDI por Nova Futura Investimentos,FGC,CDB,9.70% a.a.,16/10/2023,Nova Futura Investimentos,BV
140,5.475,97.50,Bradesco 97.5% CDI por Ágora Investimentos,FGC,CDB,9.58% a.a.,16/10/2023,Ágora Investimentos,Bradesco
141,5.474,9.60,BTG Pactual Prefixado 9.6% por Daycoval,FGC,LCA,9.60% a.a.,14/10/2023,Daycoval,BTG Pactual
142,5.472,97.00,Digimais 97% CDI por modalmais,FGC,CDB,9.53% a.a.,16/10/2023,modalmais,Digimais
143,5.470,97.00,Digimais 97% CDI por Nova Futura Investimentos,FGC,CDB,9.53% a.a.,13/10/2023,Nova Futura Investimentos,Digimais
144,5.467,96.00,Banco Master 96% CDI por Guide Investimentos,FGC,CDB,9.43% a.a.,16/10/2023,Guide Investimentos,Banco Master
145,5.425,10.50,Fator Prefixado 10.5% por Nova Futura Investimentos,FGC,CDB,8.66% a.a.,12/10/2023,Nova Futura Investimentos,Fator
