,retorno,rentabilidade,empresa,tag,tipo,retabilidade_ano,prazo,distribuidor,emissor
37,6160,1279,BTG Pactual IPCA + 6.71% por Nova Futura Investimentos,FGC,CDB,10.97% a.a.,18/10/2024,Nova Futura Investimentos,BTG Pactual
38,6158,11600,Máxima 116% CDI por modalmais,FGC,CDB,11.19% a.a.,06/10/2024,modalmais,Máxima
39,6158,11600,Omni Banco 116% CDI por Nu invest,FGC,CDB,11.19% a.a.,06/10/2024,Nu invest,Omni Banco
40,6158,11600,Digimais 116% CDI por Nova Futura Investimentos,FGC,CDB,11.19% a.a.,06/10/2024,Nova Futura Investimentos,Digimais
41,6152,1299,Omni Banco Prefixado 12.99% por modalmais,FGC,CDB,11.13% a.a.,06/10/2024,modalmais,Omni Banco
42,6150,1278,Will Financeira Prefixado 12.78% por Will Financeira,FGC,CDB,10.95% a.a.,15/10/2024,Will Financeira,Will Financeira
43,6150,1278,Will Financeira Prefixado 12.78% por Will Financeira,FGC,LC,10.95% a.a.,15/10/2024,Will Financeira,Will Financeira
44,6145,11300,Sorocred Financeira 113% CDI por XP Investimentos,FGC,CDB,10.90% a.a.,15/10/2024,XP Investimentos,Sorocred Financeira
45,6142,1326,NBC Prefixado 13.26% por Nu invest,FGC,CDB,11.04% a.a.,05/10/2024,Nu invest,NBC
46,6142,1269,BTG Pactual IPCA + 6.61% por modalmais,FGC,CDB,10.88% a.a.,15/10/2024,modalmais,BTG Pactual
47,6141,9800,ABC 98% CDI por ABC Personal,FGC,LCA,11.03% a.a.,05/10/2024,ABC Personal,ABC
48,6140,1267,Modal Prefixado 12.67% por modalmais,FGC,CDB,10.86% a.a.,15/10/2024,modalmais,Modal
49,6139,11200,Omni Banco 112% CDI por Guide Investimentos,FGC,CDB,10.81% a.a.,17/10/2024,Guide Investimentos,Omni Banco
50,6139,11413,NBC 114.13% CDI por Nova Futura Investimentos,FGC,CDB,11.01% a.a.,06/10/2024,Nova Futura Investimentos,NBC
51,6137,11400,Maxinvest 114% CDI por Daycoval,FGC,CDB,11.00% a.a.,06/10/2024,Daycoval,Maxinvest
52,6133,1260,C6 Bank Prefixado 12.6% por Nova Futura Investimentos,FGC,CDB,10.80% a.a.,15/10/2024,Nova Futura Investimentos,C6 Bank
53,6129,9500,Paulista 95% CDI por Guide Investimentos,FGC,LCA,10.69% a.a.,19/10/2024,Guide Investimentos,Paulista
54,6129,11150,Agibank 111.5% CDI por modalmais,FGC,CDB,10.76% a.a.,15/10/2024,modalmais,Agibank
55,6129,11150,Agibank 111.5% CDI por Nova Futura Investimentos,FGC,CDB,10.76% a.a.,15/10/2024,Nova Futura Investimentos,Agibank
56,6127,11300,Topázio 113% CDI por modalmais,FGC,CDB,10.90% a.a.,06/10/2024,modalmais,Topázio
57,6127,11300,Fator 113% CDI por Nova Futura Investimentos,FGC,CDB,10.90% a.a.,06/10/2024,Nova Futura Investimentos,Fator
58,6125,1271,ABC Prefixado 12.71% por ABC Personal,FGC,CDB,10.89% a.a.,06/10/2024,ABC Personal,ABC
59,6123,11100,Luso Brasileiro 111% CDI por modalmais,FGC,CDB,10.71% a.a.,15/10/2024,modalmais,Luso Brasileiro
60,6123,11100,Luso Brasileiro 111% CDI por modalmais,FGC,CDB,10.71% a.a.,15/10/2024,modalmais,Luso Brasileiro
61,6123,11100,Luso Brasileiro 111% CDI por Nova Futura Investimentos,FGC,CDB,10.71% a.a.,15/10/2024,Nova Futura Investimentos,Luso Brasileiro
62,6123,11050,Agibank 110.5% CDI por Guide Investimentos,FGC,CDB,10.66% a.a.,17/10/2024,Guide Investimentos,Agibank
63,6122,1070,BTG Pactual IPCA + 4.73% por modalmais,FGC,LCA,10.70% a.a.,15/10/2024,modalmais,BTG Pactual
64,6120,11070,Will Financeira 110.7% CDI por Will Financeira,FGC,RDB,10.68% a.a.,15/10/2024,Will Financeira,Will Financeira
65,6120,11000,Luso Brasileiro 110% CDI por Guide Investimentos,FGC,CDB,10.61% a.a.,20/10/2024,Guide Investimentos,Luso Brasileiro
66,6118,11000,Santinvest Financeira 110% CDI por Guide Investimentos,FGC,CDB,10.61% a.a.,17/10/2024,Guide Investimentos,Santinvest Financeira
67,6116,9400,ABC 94% CDI por Guide Investimentos,FGC,LCA,10.58% a.a.,19/10/2024,Guide Investimentos,ABC
68,6116,11100,RNX 111% CDI por Órama,FGC,CDB,10.71% a.a.,10/10/2024,Órama,RNX
69,6115,1260,C6 Bank Prefixado 12.6% por Daycoval,FGC,CDB,10.79% a.a.,06/10/2024,Daycoval,C6 Bank
70,6114,1240,Caruana Financeira Prefixado 12.4% por Nova Futura Investimentos,FGC,CDB,10.62% a.a.,15/10/2024,Nova Futura Investimentos,Caruana Financeira
71,6113,11000,Bari 110% CDI por Bari,FGC,CDB,10.61% a.a.,15/10/2024,Bari,Bari
72,6113,11000,Caruana Financeira 110% CDI por modalmais,FGC,CDB,10.61% a.a.,15/10/2024,modalmais,Caruana Financeira
73,6113,11000,Caruana Financeira 110% CDI por Nova Futura Investimentos,FGC,CDB,10.61% a.a.,15/10/2024,Nova Futura Investimentos,Caruana Financeira
74,6113,11000,Midway Financeira 110% CDI por XP Investimentos,FGC,CDB,10.61% a.a.,15/10/2024,XP Investimentos,Midway Financeira
75,6107,10950,Realize Financeira 109.5% CDI por XP Investimentos,FGC,CDB,10.56% a.a.,15/10/2024,XP Investimentos,Realize Financeira
76,6107,10900,BMG 109% CDI por Guide Investimentos,FGC,CDB,10.51% a.a.,17/10/2024,Guide Investimentos,BMG
77,6106,11100,Santinvest Financeira 111% CDI por modalmais,FGC,CDB,10.71% a.a.,06/10/2024,modalmais,Santinvest Financeira
78,6106,11100,Caruana Financeira 111% CDI por Daycoval,FGC,CDB,10.71% a.a.,06/10/2024,Daycoval,Caruana Financeira
79,6106,11100,Semear 111% CDI por Daycoval,FGC,CDB,10.71% a.a.,06/10/2024,Daycoval,Semear
80,6106,11100,Pine 111% CDI por Daycoval,FGC,CDB,10.71% a.a.,06/10/2024,Daycoval,Pine
81,6104,1230,Votorantim Prefixado 12.3% por modalmais,FGC,CDB,10.54% a.a.,15/10/2024,modalmais,Votorantim
82,6104,1047,BTG Pactual Prefixado 10.47% por Nova Futura Investimentos,FGC,LCA,10.47% a.a.,18/10/2024,Nova Futura Investimentos,BTG Pactual
83,6102,1225,BV Prefixado 12.25% por Nova Futura Investimentos,FGC,CDB,10.49% a.a.,16/10/2024,Nova Futura Investimentos,BV
84,6102,10900,Luso Brasileiro 109% CDI por XP Investimentos,FGC,CDB,10.51% a.a.,15/10/2024,XP Investimentos,Luso Brasileiro
85,6099,10870,Will Financeira 108.7% CDI por Will Financeira,FGC,LC,10.48% a.a.,15/10/2024,Will Financeira,Will Financeira
86,6099,10870,Will Financeira 108.7% CDI por Will Financeira,FGC,CDB,10.48% a.a.,15/10/2024,Will Financeira,Will Financeira
87,6098,10800,Banco Industrial do Brasil 108% CDI por Ágora Investimentos,FGC,CDB,10.42% a.a.,18/10/2024,Ágora Investimentos,Banco Industrial do Brasil
88,6096,1240,Maxinvest Prefixado 12.4% por Daycoval,FGC,CDB,10.62% a.a.,06/10/2024,Daycoval,Maxinvest
89,6096,1240,C6 Bank Prefixado 12.4% por modalmais,FGC,CDB,10.62% a.a.,06/10/2024,modalmais,C6 Bank
90,6096,1240,Caruana Financeira Prefixado 12.4% por Daycoval,FGC,CDB,10.62% a.a.,06/10/2024,Daycoval,Caruana Financeira
91,6096,10800,Pine 108% CDI por Guide Investimentos,FGC,CDB,10.42% a.a.,17/10/2024,Guide Investimentos,Pine
92,6096,1239,Pine Prefixado 12.39% por Daycoval,FGC,CDB,10.61% a.a.,06/10/2024,Daycoval,Pine
93,6095,11000,Paraná Banco 110% CDI por Paraná Banco,FGC,CDB,10.61% a.a.,06/10/2024,Paraná Banco,Paraná Banco
94,6095,11000,BMG 110% CDI por Nova Futura Investimentos,FGC,CDB,10.61% a.a.,06/10/2024,Nova Futura Investimentos,BMG
95,6095,11000,BMG 110% CDI por modalmais,FGC,CDB,10.61% a.a.,06/10/2024,modalmais,BMG
96,6095,11000,Arbi 110% CDI por modalmais,FGC,CDB,10.61% a.a.,06/10/2024,modalmais,Arbi
97,6095,11000,Santana Financeira 110% CDI por Daycoval,FGC,LC,10.61% a.a.,06/10/2024,Daycoval,Santana Financeira
98,6095,1220,Caruana Financeira Prefixado 12.2% por modalmais,FGC,CDB,10.45% a.a.,15/10/2024,modalmais,Caruana Financeira
99,6094,10800,Rodobens 108% CDI por Nu invest,FGC,CDB,10.42% a.a.,16/10/2024,Nu invest,Rodobens
100,6093,1236,BR Partners Prefixado 12.36% por modalmais,FGC,CDB,10.59% a.a.,06/10/2024,modalmais,BR Partners
101,6091,10800,Tribanco 108% CDI por modalmais,FGC,CDB,10.42% a.a.,15/10/2024,modalmais,Tribanco
102,6091,10800,C6 Bank 108% CDI por Nova Futura Investimentos,FGC,CDB,10.42% a.a.,15/10/2024,Nova Futura Investimentos,C6 Bank
103,6091,10800,Banco Industrial do Brasil 108% CDI por modalmais,FGC,CDB,10.42% a.a.,15/10/2024,modalmais,Banco Industrial do Brasil
104,6090,1057,BTG Pactual Prefixado 10.57% por Daycoval,FGC,LCA,10.57% a.a.,06/10/2024,Daycoval,BTG Pactual
105,6090,10700,Banco Industrial do Brasil 107% CDI por Guide Investimentos,FGC,CDB,10.32% a.a.,21/10/2024,Guide Investimentos,Banco Industrial do Brasil
106,6088,10700,C6 Bank 107% CDI por Guide Investimentos,FGC,CDB,10.32% a.a.,19/10/2024,Guide Investimentos,C6 Bank
107,6086,1203,BTG Pactual Prefixado 12.03% por Nova Futura Investimentos,FGC,CDB,10.30% a.a.,18/10/2024,Nova Futura Investimentos,BTG Pactual
108,6085,10900,RNX 109% CDI por modalmais,FGC,CDB,10.51% a.a.,06/10/2024,modalmais,RNX
109,6085,10900,Pine 109% CDI por modalmais,FGC,CDB,10.51% a.a.,06/10/2024,modalmais,Pine
110,6082,1225,PAN Prefixado 12.25% por modalmais,FGC,CDB,10.49% a.a.,06/10/2024,modalmais,PAN
111,6079,9100,BTG Pactual 91% CDI por Nova Futura Investimentos,FGC,LCA,10.24% a.a.,18/10/2024,Nova Futura Investimentos,BTG Pactual
112,6078,1220,Paraná Banco Prefixado 12.2% por Nova Futura Investimentos,FGC,CDB,10.45% a.a.,06/10/2024,Nova Futura Investimentos,Paraná Banco
113,6075,10600,Original 106% CDI por Guide Investimentos,FGC,CDB,10.22% a.a.,17/10/2024,Guide Investimentos,Original
114,6075,1251,Daycoval IPCA + 6.44% por Daycoval,FGC,CDB,10.42% a.a.,05/10/2024,Daycoval,Daycoval
115,6074,10800,Banco Inter 108% CDI por Banco Inter,FGC,CDB,10.41% a.a.,06/10/2024,Banco Inter,Banco Inter
116,6074,10800,C6 Bank 108% CDI por modalmais,FGC,CDB,10.41% a.a.,06/10/2024,modalmais,C6 Bank
117,6073,10700,BRK Financeira 107% CDI por Órama,FGC,CDB,10.32% a.a.,10/10/2024,Órama,BRK Financeira
118,6072,10600,BTG Pactual 106% CDI por BTG Pactual,FGC,CDB,10.22% a.a.,16/10/2024,BTG Pactual,BTG Pactual
119,6070,1193,BR Partners IPCA + 5.89% por modalmais,FGC,CDB,10.22% a.a.,15/10/2024,modalmais,BR Partners
120,6066,1181,BV IPCA + 5.78% por Nova Futura Investimentos,FGC,CDB,10.12% a.a.,18/10/2024,Nova Futura Investimentos,BV
121,6064,10500,Paraná Banco 105% CDI por Guide Investimentos,FGC,CDB,10.13% a.a.,17/10/2024,Guide Investimentos,Paraná Banco
122,6064,10700,ABC 107% CDI por ABC Personal,FGC,CDB,10.32% a.a.,06/10/2024,ABC Personal,ABC
123,6064,10700,C6 Bank 107% CDI por Daycoval,FGC,CDB,10.32% a.a.,06/10/2024,Daycoval,C6 Bank
124,6059,10500,Bari 105% CDI por Bari,FGC,CDB,10.12% a.a.,15/10/2024,Bari,Bari
125,6058,1027,BTG Pactual Prefixado 10.27% por modalmais,FGC,LCA,10.27% a.a.,06/10/2024,modalmais,BTG Pactual
126,6054,10451,Votorantim 104.51% CDI por modalmais,FGC,CDB,10.08% a.a.,15/10/2024,modalmais,Votorantim
127,6053,10600,Original 106% CDI por modalmais,FGC,CDB,10.22% a.a.,06/10/2024,modalmais,Original
128,6053,10600,Paraná Banco 106% CDI por Nova Futura Investimentos,FGC,CDB,10.22% a.a.,06/10/2024,Nova Futura Investimentos,Paraná Banco
129,6053,10600,BRK Financeira 106% CDI por Nova Futura Investimentos,FGC,CDB,10.22% a.a.,06/10/2024,Nova Futura Investimentos,BRK Financeira
130,6053,10400,PAN 104% CDI por Guide Investimentos,FGC,CDB,10.03% a.a.,17/10/2024,Guide Investimentos,PAN
131,6053,10400,BS2 104% CDI por Guide Investimentos,FGC,CDB,10.03% a.a.,17/10/2024,Guide Investimentos,BS2
132,6053,10400,BR Partners 104% CDI por Guide Investimentos,FGC,CDB,10.03% a.a.,17/10/2024,Guide Investimentos,BR Partners
133,6048,10354,Votorantim 103.54% CDI por Guide Investimentos,FGC,CDB,9.98% a.a.,17/10/2024,Guide Investimentos,Votorantim
134,6047,1187,Tribanco Prefixado 11.87% por modalmais,FGC,CDB,10.16% a.a.,06/10/2024,modalmais,Tribanco
135,6045,10523,BMG CDI + 0.53% por Nova Futura Investimentos,FGC,CDB,10.15% a.a.,06/10/2024,Nova Futura Investimentos,BMG
136,6045,10300,BTG Pactual 103% CDI por Nova Futura Investimentos,FGC,CDB,9.93% a.a.,18/10/2024,Nova Futura Investimentos,BTG Pactual
137,6043,10500,Paraná Banco 105% CDI por Paraná Banco,FGC,CDB,10.12% a.a.,06/10/2024,Paraná Banco,Paraná Banco
138,6043,10500,Daycoval 105% CDI por Daycoval,FGC,CDB,10.12% a.a.,06/10/2024,Daycoval,Daycoval
139,6043,10500,BS2 105% CDI por Nova Futura Investimentos,FGC,CDB,10.12% a.a.,06/10/2024,Nova Futura Investimentos,BS2
140,6043,10500,BR Partners 105% CDI por modalmais,FGC,CDB,10.12% a.a.,06/10/2024,modalmais,BR Partners
141,6043,10800,Daycoval 108% CDI por Daycoval,FGC,CDB,10.12% a.a.,05/10/2024,Daycoval,Daycoval
142,6042,1215,Daycoval Prefixado 12.15% por Daycoval,FGC,CDB,10.11% a.a.,05/10/2024,Daycoval,Daycoval
143,6037,10250,ABC 102.5% CDI por Guide Investimentos,FGC,CDB,9.88% a.a.,17/10/2024,Guide Investimentos,ABC
144,6037,10250,Alfa 102.5% CDI por Guide Investimentos,FGC,CDB,9.88% a.a.,17/10/2024,Guide Investimentos,Alfa
145,6022,10300,Daycoval 103% CDI por Daycoval,FGC,CDB,9.93% a.a.,06/10/2024,Daycoval,Daycoval
146,6015,10025,Bradesco 100.25% CDI por Ágora Investimentos,FGC,CDB,9.66% a.a.,18/10/2024,Ágora Investimentos,Bradesco
147,6014,10051,BV 100.51% CDI por Nova Futura Investimentos,FGC,CDB,9.69% a.a.,16/10/2024,Nova Futura Investimentos,BV
148,6011,10200,Daycoval 102% CDI por Daycoval,FGC,CDB,9.83% a.a.,06/10/2024,Daycoval,Daycoval
149,6010,8600,Bancoob 86% CDI por XP Investimentos,FGC,LCA,9.68% a.a.,15/10/2024,XP Investimentos,Bancoob
150,6008,10000,NuBank 100% CDI por NuBank,FGC,RDB,9.64% a.a.,16/10/2024,NuBank,NuBank
151,6008,10000,ABC 100% CDI por ABC Personal,FGC,CDB,9.64% a.a.,16/10/2024,ABC Personal,ABC
152,6001,10100,Daycoval 101% CDI por Daycoval,FGC,CDB,9.73% a.a.,06/10/2024,Daycoval,Daycoval
153,5999,10000,Banco Master 100% CDI por Órama,FGC,CDB,9.64% a.a.,10/10/2024,Órama,Banco Master
154,5999,10000,Voiter 100% CDI por Órama,FGC,CDB,9.64% a.a.,10/10/2024,Órama,Voiter
155,5990,10000,Banco Inter 100% CDI por Banco Inter,FGC,CDB,9.64% a.a.,06/10/2024,Banco Inter,Banco Inter
156,5990,10000,Paraná Banco 100% CDI por Paraná Banco,FGC,CDB,9.64% a.a.,06/10/2024,Paraná Banco,Paraná Banco
157,5990,10000,Banco Master 100% CDI por Nu invest,FGC,CDB,9.64% a.a.,06/10/2024,Nu invest,Banco Master
158,5988,1123,Paraná Banco IPCA + 5.23% por Nova Futura Investimentos,FGC,CDB,9.62% a.a.,06/10/2024,Nova Futura Investimentos,Paraná Banco
159,5982,9750,Bradesco 97.5% CDI por Ágora Investimentos,FGC,CDB,9.40% a.a.,16/10/2024,Ágora Investimentos,Bradesco
160,5970,9600,Banco Master 96% CDI por Guide Investimentos,FGC,CDB,9.25% a.a.,19/10/2024,Guide Investimentos,Banco Master
161,5957,9600,Caixa Geral 96% CDI por Órama,FGC,CDB,9.25% a.a.,10/10/2024,Órama,Caixa Geral
162,5945,9400,Digimais 94% CDI por Guide Investimentos,FGC,CDB,9.06% a.a.,16/10/2024,Guide Investimentos,Digimais
163,5939,1070,Santana Financeira Prefixado 10.7% por Daycoval,FGC,LC,9.15% a.a.,06/10/2024,Daycoval,Santana Financeira
164,5936,1067,Fator IPCA + 4.7% por Nova Futura Investimentos,FGC,CDB,9.13% a.a.,06/10/2024,Nova Futura Investimentos,Fator
165,5936,9400,BS2 94% CDI por Órama,FGC,CDB,9.06% a.a.,10/10/2024,Órama,BS2
166,5932,9300,Agibank 93% CDI por Guide Investimentos,FGC,CDB,8.96% a.a.,15/10/2024,Guide Investimentos,Agibank
167,5928,9400,Agibank 94% CDI por Nova Futura Investimentos,FGC,CDB,9.05% a.a.,06/10/2024,Nova Futura Investimentos,Agibank
168,5920,1050,Fator Prefixado 10.5% por Nova Futura Investimentos,FGC,CDB,8.98% a.a.,06/10/2024,Nova Futura Investimentos,Fator
169,5907,9200,BS2 92% CDI por Nova Futura Investimentos,FGC,CDB,8.86% a.a.,06/10/2024,Nova Futura Investimentos,BS2
170,5752,865,Santinvest Financeira Prefixado 8.65% por modalmais,FGC,CDB,7.39% a.a.,06/10/2024,modalmais,Santinvest Financeira
