,retorno,rentabilidade,empresa,tag,tipo,retabilidade_ano,prazo,distribuidor,emissor
0,5.920,10.50,Fator Prefixado 10.5% por Nova Futura Investimentos,FGC,CDB,8.98% a.a.,06/10/2024,Nova Futura Investimentos,Fator
1,5.907,92.00,BS2 92% CDI por Nova Futura Investimentos,FGC,CDB,8.86% a.a.,06/10/2024,Nova Futura Investimentos,BS2
2,5.752,8.65,Santinvest Financeira Prefixado 8.65% por modalmais,FGC,CDB,7.39% a.a.,06/10/2024,modalmais,Santinvest Financeira
